visitor_id,avg_ctr,click_count,impression_count
17313,0.5,2,4
17314,0.5227,23,44
17315,0.5,13,26
17316,0.5,5,10
17317,0.6667,2,3
17318,0.9302,40,43
17319,0.7358,39,53
17320,0.3868,41,106
17321,0.9,18,20
17322,0.6111,11,18
17323,0.5,2,4
17324,0.6923,9,13
17325,0.72,18,25
17326,0.6667,2,3
17327,0.8462,33,39
17328,0.2745,28,102
17329,0.5,3,6
17330,0.7778,7,9
17331,1.0,2,2
17332,0.7143,10,14
17333,0.6335,159,251
17334,0.5714,4,7
17335,1.0,6,6
17336,0.5,1,2
17337,0.3182,7,22
17338,0.0,0,1
17339,0.75,3,4
17340,1.0,9,9
17341,0.9091,10,11
17342,0.8889,8,9
17343,1.0,5,5
17344,0.2143,3,14
17345,0.88,22,25
17346,0.7778,7,9
17347,0.5714,4,7
17348,0.6667,56,84
17349,0.5,3,6
17350,0.75,3,4
17351,0.6477,57,88
17352,0.6923,9,13
17353,0.5385,14,26
17354,0.8333,5,6
17355,0.75,21,28
17356,0.8,20,25
17357,0.8704,47,54
17358,0.5,9,18
17359,0.6829,28,41
17360,0.6667,8,12
17361,0.6923,18,26
17362,0.5714,4,7
17363,0.3333,1,3
17364,1.0,3,3
17365,0.75,6,8
17366,0.7778,14,18
17367,0.3571,10,28
17368,0.7143,5,7
17369,0.75,6,8
17370,0.475,38,80
17371,0.3043,14,46
17372,0.68,17,25
17373,0.6,18,30
17374,1.0,1,1
17375,0.8936,42,47
17376,0.3333,2,6
17377,0.4068,24,59
17378,0.6667,4,6
17379,0.4783,11,23
17380,0.5238,22,42
17381,0.4186,18,43
17382,0.878,36,41
17383,0.5513,43,78
17384,0.6944,25,36
17385,0.3784,14,37
17386,0.7368,14,19
17387,0.375,3,8
17388,0.7143,20,28
17389,0.3056,11,36
17390,0.6429,27,42
17391,0.2846,37,130
17392,0.2857,2,7
17393,0.3472,25,72
17394,0.76,38,50
17395,0.623,38,61
17396,0.0,0,1
17397,0.5,5,10
17398,1.0,1,1
17399,0.75,30,40
17400,1.0,8,8
17401,0.4677,29,62
17402,0.6667,4,6
17403,0.8125,13,16
17404,0.5417,13,24
17405,0.4615,6,13
17406,0.25,5,20
17407,0.8182,18,22
17408,0.5714,16,28
17409,0.6667,14,21
17410,0.5,11,22
17411,0.6328,81,128
17412,0.7667,23,30
17413,0.35,7,20
17414,0.6129,57,93
17415,0.9167,11,12
17416,0.5128,20,39
17417,0.5036,70,139
17418,1.0,8,8
17419,0.4906,26,53
17420,0.7059,12,17
17421,0.3333,2,6
17422,1.0,5,5
17423,1.0,2,2
17424,0.3762,38,101
17425,0.7692,10,13
17426,0.75,33,44
17427,0.7308,19,26
17428,0.4848,16,33
17429,0.4737,9,19
17430,0.2879,19,66
17431,0.6957,16,23
17432,0.6,3,5
17433,0.5455,12,22
17434,0.7778,49,63
17435,0.9167,22,24
17436,0.3548,11,31
17437,0.8372,36,43
17438,0.35,7,20
17439,1.0,24,24
17440,0.875,56,64
17441,0.8243,61,74
17442,1.0,2,2
17443,0.9,9,10
17444,0.635,87,137
17445,0.6,3,5
17446,0.5222,47,90
17447,0.3333,13,39
17448,0.3333,31,93
17449,0.8,4,5
17450,0.32,48,150
17452,0.4615,6,13
17453,1.0,7,7
17454,1.0,6,6
17455,0.2624,95,362
17456,0.6842,13,19
17457,0.725,29,40
17458,0.5306,26,49
17459,0.4865,36,74
17460,1.0,10,10
17461,0.3333,2,6
17462,0.55,77,140
17463,0.2069,18,87
17464,0.8636,38,44
17465,0.5806,18,31
17466,0.6712,49,73
17467,1.0,15,15
17468,0.5195,40,77
17469,0.6667,10,15
17470,0.3794,107,282
17471,0.5625,9,16
17472,0.1429,1,7
17473,1.0,6,6
17474,0.4593,62,135
17475,0.6078,31,51
17476,0.8571,6,7
17477,0.5455,6,11
17478,1.0,8,8
17479,0.5536,31,56
17480,0.6,6,10
17481,0.875,21,24
17482,0.625,15,24
17483,0.4581,71,155
17484,0.4545,10,22
17485,0.5904,49,83
17486,0.3298,31,94
17487,0.5417,13,24
17488,0.4845,47,97
17489,0.6857,24,35
17490,0.5952,25,42
17491,1.0,4,4
17492,0.4219,27,64
17493,0.8056,29,36
17494,0.5564,74,133
17495,0.6296,51,81
17496,0.6364,28,44
17497,0.6667,4,6
17498,0.75,3,4
17499,0.1552,9,58
17500,1.0,4,4
17501,0.4286,9,21
17502,0.6667,6,9
17503,0.4409,56,127
17504,0.6,3,5
17505,0.4242,14,33
17506,1.0,4,4
17507,0.9143,32,35
17508,0.9455,52,55
17509,0.6667,26,39
17510,0.4333,13,30
17511,0.6316,12,19
17512,0.2857,2,7
17513,0.7051,55,78
17514,0.7838,29,37
17515,0.1494,39,261
17516,0.6204,67,108
17517,0.8571,6,7
17518,0.8378,31,37
17519,0.56,14,25
17520,0.7391,17,23
17521,0.7797,46,59
17522,0.5,8,16
17523,0.8333,25,30
17524,0.3333,2,6
17525,0.5714,20,35
17526,0.7778,7,9
17527,0.381,32,84
17528,0.7692,20,26
17529,0.8,4,5
17530,0.8182,9,11
17531,0.48,12,25
17532,0.8182,9,11
17533,0.24,6,25
17534,1.0,7,7
17535,0.5556,25,45
17536,0.75,78,104
17537,0.75,6,8
17538,0.625,5,8
17539,0.3571,5,14
17540,0.8115,99,122
17541,0.44,11,25
17542,0.6111,22,36
17543,0.75,27,36
17544,0.8125,13,16
17545,0.6923,9,13
17546,0.5556,5,9
17547,0.8462,11,13
17548,0.5333,8,15
17549,0.3333,1,3
17550,0.8333,5,6
17551,0.7778,7,9
17552,0.5926,32,54
17553,0.3636,8,22
17554,0.6154,16,26
17555,0.3077,8,26
17556,0.2857,42,147
17557,1.0,5,5
17558,0.9091,10,11
17559,0.7857,11,14
17560,0.8148,22,27
17561,0.6,3,5
17562,1.0,2,2
17563,0.8462,11,13
17564,0.7073,58,82
17565,0.7391,17,23
17566,0.0467,5,107
17567,0.75,42,56
17568,0.4737,9,19
17569,0.6033,73,121
17570,1.0,12,12
17571,0.6986,51,73
17572,0.8889,24,27
17573,0.7778,14,18
17574,0.75,6,8
17575,1.0,8,8
17576,0.7778,14,18
17577,0.25,1,4
17578,1.0,5,5
17579,0.6875,11,16
17580,0.625,5,8
17581,0.8,4,5
17582,0.5741,31,54
17583,0.2174,10,46
17584,0.7045,62,88
17585,0.8,4,5
17586,0.1381,25,181
17587,0.6364,14,22
17588,0.6667,14,21
17589,0.6809,32,47
17590,0.5588,19,34
17591,0.6667,8,12
17592,0.75,27,36
17593,0.6067,54,89
17594,0.5556,5,9
17595,0.4307,59,137
17596,0.8571,6,7
17597,0.6923,9,13
17598,0.7273,8,11
17599,0.3333,8,24
17600,0.5329,81,152
17601,0.8,20,25
17602,0.2593,14,54
17603,0.4841,61,126
17604,0.6386,53,83
17605,1.0,13,13
17606,0.5714,4,7
17607,0.6471,11,17
17608,0.9565,22,23
17609,1.0,4,4
17610,0.8889,24,27
17611,0.7,70,100
17613,0.5745,27,47
17614,0.8804,81,92
17615,0.5,1,2
17616,0.642,52,81
17617,0.9048,19,21
17618,0.6562,21,32
17619,0.0,0,1
17620,0.8,4,5
17621,0.2,1,5
17622,0.7692,10,13
17623,0.8125,13,16
17624,0.7,14,20
17625,0.4762,20,42
17626,0.5,1,2
17627,0.75,12,16
17628,0.8,8,10
17629,0.8889,8,9
17630,0.7013,54,77
17631,0.2381,5,21
17632,0.5,1,2
17633,0.5714,40,70
17634,0.4286,15,35
17635,0.4,74,185
17636,0.2391,22,92
17637,0.875,7,8
17638,0.375,3,8
17639,0.3846,5,13
17640,0.4898,48,98
17641,0.6923,18,26
17642,0.8571,18,21
17643,0.85,17,20
17644,0.5,3,6
17645,0.54,27,50
17646,0.5909,13,22
17647,0.5,5,10
17649,0.7143,5,7
17650,0.549,56,102
17651,0.5417,13,24
17652,0.6667,2,3
17653,0.8,8,10
17654,0.6957,16,23
17655,0.75,21,28
17656,0.7,35,50
17657,0.8571,6,7
17658,1.0,6,6
17659,0.75,3,4
17660,0.75,12,16
17661,0.6364,28,44
17662,0.8947,17,19
17663,0.6667,6,9
17664,0.6857,24,35
17665,0.75,9,12
17666,0.3462,9,26
17667,1.0,23,23
17668,0.4167,5,12
17669,0.0909,2,22
17670,0.3485,23,66
17671,0.413,57,138
17672,0.7143,5,7
17673,0.2344,15,64
17674,0.7143,5,7
17675,0.875,14,16
17676,0.9032,28,31
17677,1.0,6,6
17678,1.0,5,5
17679,0.7143,5,7
17680,0.8929,25,28
17681,0.7273,16,22
17682,0.6786,19,28
17683,0.7347,72,98
17684,0.4328,58,134
17685,0.0,0,5
17686,0.4318,19,44
17687,0.8261,19,23
17688,0.3721,16,43
17690,0.55,11,20
17691,0.45,18,40
17692,1.0,3,3
17693,0.4963,67,135
17694,0.6979,67,96
17695,0.625,5,8
17696,1.0,10,10
17697,0.0909,1,11
17698,0.36,9,25
17699,0.4127,26,63
17700,0.64,16,25
17701,0.7143,5,7
17702,0.4211,8,19
17703,0.3084,33,107
17704,0.25,6,24
17705,0.8919,33,37
17706,0.8571,72,84
17707,1.0,9,9
17708,0.5316,84,158
17709,0.9016,55,61
17710,1.0,6,6
17711,0.4632,63,136
17712,0.4655,27,58
17713,0.6832,69,101
17714,1.0,2,2
17715,0.6316,12,19
17716,0.5526,42,76
17717,1.0,6,6
17718,0.0,0,3
17719,0.8182,45,55
17720,0.6173,50,81
17721,0.75,12,16
17722,0.4,4,10
17723,0.4,4,10
17724,0.5294,9,17
17725,0.6,9,15
17726,0.5075,34,67
17727,1.0,5,5
17728,0.6667,4,6
17729,0.8929,25,28
17730,0.0,0,4
17731,1.0,5,5
17732,1.0,9,9
17733,1.0,4,4
17734,0.6875,22,32
17735,0.5,17,34
17736,0.7188,92,128
17737,0.6111,22,36
17738,0.5102,25,49
17739,0.75,6,8
17740,0.4773,21,44
17741,0.6932,61,88
17742,1.0,6,6
17743,0.8276,48,58
17744,0.6,3,5
17745,0.5926,16,27
17746,0.92,23,25
17747,0.3878,38,98
17748,0.6667,48,72
17749,0.6667,8,12
17750,0.2222,18,81
17751,0.6552,19,29
17752,0.6,3,5
17753,0.3333,20,60
17754,0.7368,14,19
17755,1.0,8,8
17756,0.431,25,58
17757,0.6667,2,3
17758,0.9444,34,36
17759,0.9167,11,12
17760,0.2333,14,60
17761,0.1818,2,11
17762,0.9167,110,120
17763,0.9143,32,35
17764,0.3556,16,45
17765,0.5,4,8
17766,0.475,19,40
17767,0.7727,17,22
17768,0.6897,100,145
17769,0.7419,23,31
17770,0.9545,42,44
17771,0.7647,26,34
17772,0.7143,5,7
17773,0.8462,11,13
17774,1.0,5,5
17775,0.5,16,32
17776,0.1429,1,7
17777,0.8333,10,12
17778,0.7895,15,19
17779,0.6667,2,3
17780,0.4718,67,142
17781,0.7463,50,67
17782,0.9655,28,29
17783,0.56,14,25
17784,0.859,67,78
17785,0.7885,41,52
17786,0.4,12,30
17787,0.0,0,7
17788,0.6667,14,21
17789,0.0,0,2
17790,0.9474,18,19
17791,0.8125,26,32
17792,0.4646,46,99
17793,0.5,3,6
17794,0.4167,5,12
17795,0.619,13,21
17796,0.561,23,41
17797,0.4167,25,60
17798,0.8333,15,18
17799,0.7857,33,42
17800,0.7434,84,113
17801,0.5603,65,116
17802,0.7308,38,52
17803,0.9048,19,21
17804,0.7391,17,23
17805,0.6729,72,107
17806,0.84,21,25
17807,0.6076,96,158
17808,0.4762,20,42
17809,0.7006,110,157
17810,0.1667,1,6
17811,0.4194,13,31
17812,0.7273,8,11
17813,0.6,6,10
17814,0.3944,28,71
17815,1.0,4,4
17816,0.5556,5,9
17817,0.3158,42,133
17818,0.8077,84,104
17819,0.7879,26,33
17820,0.8571,6,7
17821,0.3333,9,27
17822,0.5789,11,19
17823,0.186,8,43
17824,0.6154,8,13
17825,0.9167,11,12
17826,1.0,13,13
17827,0.3919,29,74
17828,0.4103,16,39
17829,0.7835,76,97
17830,0.7394,122,165
17831,0.8696,20,23
17832,0.4286,3,7
17833,0.7778,7,9
17834,1.0,17,17
17835,0.5,7,14
17836,0.6667,6,9
17837,1.0,13,13
17838,0.942,65,69
17839,0.5789,11,19
17840,0.7778,21,27
17841,0.8,20,25
17842,0.8125,39,48
17843,0.5094,27,53
17844,0.6818,15,22
17845,0.6338,45,71
17846,0.4286,3,7
17847,0.76,19,25
17848,0.75,12,16
17849,0.8889,8,9
17850,0.4,2,5
17851,0.6552,57,87
17852,0.9048,19,21
17853,0.25,14,56
17854,0.75,3,4
17855,0.8154,53,65
17856,0.4098,25,61
17857,0.4839,30,62
17858,0.3415,14,41
17859,0.6032,76,126
17860,0.55,11,20
17861,0.8571,6,7
17862,0.3333,4,12
17863,0.9565,22,23
17864,0.7931,23,29
17865,0.6932,61,88
17866,0.5745,27,47
17867,0.9,9,10
17868,0.75,9,12
17869,0.5833,7,12
17870,0.6071,34,56
17871,0.4872,38,78
17872,0.7097,22,31
17873,0.1957,9,46
17874,0.7091,39,55
17875,0.4038,21,52
17876,0.3125,10,32
17877,0.9286,13,14
17878,0.381,8,21
17879,0.5926,16,27
17880,0.6667,20,30
17881,0.6875,11,16
17882,0.8182,18,22
17883,0.8667,26,30
17884,0.5766,64,111
17885,0.4706,8,17
17886,0.2712,16,59
17887,0.5172,15,29
17888,0.5455,36,66
17889,0.8,4,5
17890,0.8667,26,30
17891,0.7174,33,46
17892,0.4048,17,42
17893,0.3333,1,3
17894,0.6667,2,3
17895,0.5051,50,99
17896,0.4242,14,33
17897,0.6667,4,6
17898,0.3333,6,18
17899,0.3333,1,3
17900,0.6875,33,48
17901,0.1429,7,49
17902,1.0,2,2
17903,0.8636,57,66
17904,0.6,24,40
17905,0.5455,54,99
17906,0.7222,13,18
17907,0.8333,5,6
17908,0.8571,36,42
17909,0.7222,13,18
17910,0.9538,62,65
17911,0.7692,10,13
17912,0.7,7,10
17913,0.4355,27,62
17914,0.2,1,5
17915,1.0,2,2
17916,0.7895,15,19
17917,0.7037,19,27
17918,0.5682,75,132
17919,0.5,4,8
17920,1.0,3,3
17921,0.8571,6,7
17922,0.5,3,6
17923,0.6667,4,6
17924,0.5814,25,43
17925,0.1948,15,77
17926,0.3333,1,3
17927,0.6744,29,43
17928,0.75,6,8
17929,0.6364,7,11
17930,0.4545,30,66
17931,0.8571,6,7
17932,0.8571,30,35
17933,0.8333,5,6
17934,0.4444,4,9
17935,1.0,11,11
17936,0.375,15,40
17937,0.2692,7,26
17938,0.7333,33,45
17939,1.0,2,2
17940,0.7059,36,51
17941,0.4194,65,155
17942,0.5,5,10
17943,0.6667,2,3
17944,0.75,3,4
17945,0.6415,34,53
17946,0.7059,12,17
17947,1.0,5,5
17948,0.8125,13,16
17949,0.8298,39,47
17950,1.0,2,2
17952,0.7692,10,13
17953,0.4,28,70
17954,0.7647,26,34
17955,1.0,2,2
17956,0.8333,20,24
17957,1.0,7,7
17958,0.6545,36,55
17959,0.5,1,2
17960,0.5455,6,11
17961,0.9211,35,38
17962,0.8182,54,66
17963,0.72,18,25
17964,0.5818,32,55
17965,0.8571,24,28
17966,0.75,6,8
17967,0.7778,7,9
17968,0.7143,10,14
17969,0.6452,20,31
17970,0.4198,34,81
17971,0.8889,8,9
17972,0.4286,3,7
17973,0.7143,20,28
17974,0.8,4,5
17975,0.2055,15,73
17976,0.625,15,24
17977,0.4308,28,65
17978,0.7368,42,57
17980,0.7083,34,48
17981,0.8706,74,85
17982,0.5556,45,81
17983,0.7308,19,26
17984,0.8571,6,7
17985,1.0,8,8
17986,0.7917,38,48
17987,0.4,8,20
17988,0.7755,76,98
17989,0.625,10,16
17990,0.3333,2,6
17991,0.8571,18,21
17992,0.2692,14,52
17993,0.875,14,16
17994,0.42,21,50
17995,1.0,4,4
17996,0.4872,38,78
17997,0.7097,44,62
17998,0.0662,9,136
17999,1.0,2,2
18000,0.5,6,12
18001,1.0,21,21
18002,0.3235,11,34
18003,1.0,4,4
18004,0.2698,34,126
18005,0.2941,5,17
18006,0.6129,19,31
18007,0.4553,56,123
18008,0.8696,40,46
18009,0.8077,21,26
18010,0.5789,66,114
18011,0.6923,9,13
18012,0.4,2,5
18013,0.9524,20,21
18014,0.8824,30,34
18015,0.4435,51,115
18016,0.7619,16,21
18018,0.3362,39,116
18019,0.7143,10,14
18020,0.5957,28,47
18021,0.3333,2,6
18022,1.0,5,5
18023,0.525,21,40
18024,0.7273,24,33
18025,0.6207,18,29
18026,0.7143,5,7
18027,0.9574,45,47
18028,0.7872,37,47
18029,0.7157,73,102
18030,0.1667,4,24
18031,0.4527,67,148
18032,0.2727,9,33
18033,0.3333,13,39
18034,0.7778,7,9
18035,0.8205,32,39
18036,1.0,14,14
18037,0.766,36,47
18038,0.4,2,5
18039,1.0,3,3
18040,0.4706,48,102
18041,0.6373,65,102
18042,1.0,6,6
18043,0.2222,2,9
18044,0.2821,22,78
18045,0.6512,28,43
18046,0.3,6,20
18047,0.3258,29,89
18048,0.7143,5,7
18049,0.7143,5,7
18050,0.4691,38,81
18051,0.7,28,40
18052,0.6667,4,6
18053,1.0,7,7
18054,0.6071,34,56
18055,0.5,3,6
18056,0.4667,7,15
18057,0.5976,49,82
18058,0.3684,14,38
18059,0.2706,23,85
18060,0.6111,33,54
18061,0.725,29,40
18062,0.5,6,12
18063,1.0,4,4
18064,0.2553,12,47
18065,0.2222,2,9
18066,0.7619,32,42
18067,0.7143,5,7
18068,0.6852,37,54
18069,0.5423,109,201
18070,0.8462,11,13
18071,0.561,23,41
18072,0.2941,5,17
18073,0.8667,13,15
18074,0.8333,5,6
18075,0.5946,22,37
18076,0.7143,20,28
18077,0.4,4,10
18078,0.6818,15,22
18079,0.7556,34,45
18080,0.8347,101,121
18081,0.5753,42,73
18082,0.5,32,64
18083,0.5833,21,36
18084,1.0,2,2
18085,0.496,62,125
18086,0.5942,41,69
18087,0.6,3,5
18088,0.6923,9,13
18089,0.382,68,178
18090,0.5833,7,12
18091,0.7391,17,23
18092,0.4,4,10
18093,0.0,0,4
18094,0.95,19,20
18095,0.8,4,5
18096,0.6667,14,21
18097,1.0,8,8
18098,0.875,7,8
18099,0.8182,9,11
18100,1.0,7,7
18101,0.1429,4,28
18102,0.622,51,82
18103,0.3279,20,61
18104,0.72,18,25
18105,0.5455,60,110
18106,0.75,6,8
18107,0.7778,7,9
18108,0.2969,19,64
18109,0.4706,8,17
18110,0.3,3,10
18111,0.5417,13,24
18112,0.0645,4,62
18113,0.5625,9,16
18114,0.4762,20,42
18115,0.6769,44,65
18116,0.6667,2,3
18117,0.75,27,36
18118,0.6,3,5
18119,0.7551,37,49
18120,0.6078,31,51
18121,0.7143,15,21
18122,0.7895,30,38
18123,0.5333,8,15
18125,0.2778,5,18
18126,0.7143,15,21
18127,0.6571,46,70
18129,0.8889,32,36
18130,0.0,0,1
18131,0.5312,17,32
18132,0.5968,74,124
18133,0.5161,64,124
18134,0.4,12,30
18135,0.875,7,8
18136,0.8462,11,13
18137,1.0,7,7
18138,0.2193,82,374
18139,0.4706,24,51
18140,0.5882,10,17
18141,0.7681,53,69
18142,0.8261,38,46
18143,0.7742,24,31
18144,0.3913,18,46
18145,0.7115,74,104
18146,0.8333,10,12
18147,0.4,4,10
18148,0.7778,14,18
18149,0.2,4,20
18150,0.3636,8,22
18151,0.5455,18,33
18152,0.9231,12,13
18153,0.1714,6,35
18154,0.45,9,20
18155,0.4286,3,7
18156,0.8033,49,61
18157,0.3333,8,24
18158,0.6212,41,66
18159,0.7273,8,11
18160,0.75,6,8
18161,0.4667,42,90
18162,0.875,21,24
18163,0.3649,27,74
18164,1.0,13,13
18165,0.4082,20,49
18166,0.72,18,25
18167,0.6364,7,11
18168,0.5714,4,7
18169,0.5,2,4
18170,0.52,26,50
18171,0.2537,17,67
18172,0.5,8,16
18173,0.7143,10,14
18174,0.6,6,10
18175,0.5,18,36
18176,1.0,6,6
18177,0.5417,13,24
18178,0.6364,21,33
18179,0.4286,3,7
18180,0.7097,44,62
18181,0.25,1,4
18182,0.2857,12,42
18183,0.6333,19,30
18184,0.4865,18,37
18185,0.383,18,47
18186,0.5517,16,29
18187,0.6154,8,13
18188,0.8261,19,23
18189,0.4818,53,110
18190,0.4444,4,9
18191,0.2014,56,278
18192,0.875,28,32
18193,0.4231,22,52
18194,0.8214,23,28
18195,0.8,4,5
18196,0.541,33,61
18197,0.78,39,50
18198,0.2617,28,107
18199,0.7455,41,55
18200,0.5862,34,58
18201,0.85,34,40
18202,0.8235,14,17
18203,0.5753,42,73
18204,0.6667,2,3
18205,0.9091,10,11
18206,0.3548,11,31
18207,0.7,7,10
18208,0.7692,20,26
18209,0.8667,13,15
18210,0.6167,37,60
18211,0.6667,4,6
18212,0.5667,51,90
18214,0.5769,45,78
18215,0.6,3,5
18216,0.7164,48,67
18217,0.2727,3,11
18218,0.0,0,6
18219,0.8125,13,16
18220,0.625,5,8
18221,0.5882,20,34
18222,0.82,41,50
18223,0.7692,20,26
18224,0.4762,10,21
18226,0.3594,23,64
18227,1.0,3,3
18228,0.4603,58,126
18229,0.7917,19,24
18230,0.6111,22,36
18231,0.8462,33,39
18232,0.775,31,40
18233,0.72,18,25
18234,0.625,20,32
18235,0.6333,19,30
18236,0.625,5,8
18237,0.75,9,12
18238,0.8333,5,6
18239,0.4,4,10
18240,0.5167,31,60
18241,0.7778,7,9
18242,0.5185,14,27
18243,0.9333,14,15
18244,0.0,0,23
18245,0.5,9,18
18246,0.6667,10,15
18247,0.3333,16,48
18248,0.6364,7,11
18249,0.9,9,10
18250,0.567,55,97
18251,0.9268,38,41
18252,1.0,11,11
18253,0.75,30,40
18254,0.8065,25,31
18255,0.675,81,120
18256,0.9,9,10
18257,0.9592,47,49
18258,0.5455,6,11
18259,0.6316,24,38
18260,0.9524,20,21
18261,1.0,4,4
18262,0.0779,6,77
18263,0.4298,49,114
18264,0.5,6,12
18265,0.35,35,100
18266,0.4048,17,42
18267,1.0,14,14
18268,0.8,4,5
18269,0.5,11,22
18270,0.5346,139,260
18271,0.8571,6,7
18272,0.4425,50,113
18273,0.5588,76,136
18274,0.5904,49,83
18275,0.3667,22,60
18276,0.9,9,10
18277,0.4458,37,83
18278,0.5857,123,210
18279,1.0,2,2
18280,0.7156,78,109
18281,0.7368,14,19
18282,0.6857,24,35
18283,0.65,13,20
18284,0.3478,8,23
18285,0.4762,10,21
18286,0.4795,35,73
18287,0.9259,25,27
18288,0.5111,46,90
18289,0.6538,17,26
18290,1.0,2,2
18291,1.0,7,7
18292,0.0,0,1
18293,0.66,33,50
18294,0.2963,8,27
18295,0.6222,28,45
18296,0.5143,18,35
18297,0.6923,18,26
18298,0.8889,24,27
18299,0.4917,59,120
18300,0.8276,24,29
18301,0.1429,6,42
18302,0.9286,13,14
18303,0.4559,31,68
18304,0.4082,20,49
18305,0.45,18,40
18306,1.0,5,5
18307,1.0,5,5
18308,0.4545,5,11
18309,0.8333,35,42
18310,0.3235,22,68
18311,0.7121,47,66
18312,0.5625,18,32
18313,0.8298,39,47
18314,0.6667,2,3
18315,0.5,1,2
18316,0.8,20,25
18317,0.5,2,4
18318,0.6471,11,17
18319,0.4927,101,205
18320,0.8298,39,47
18321,0.8333,5,6
18322,1.0,18,18
18323,0.9118,31,34
18324,0.6379,37,58
18325,0.5,5,10
18326,0.6825,43,63
18327,0.8571,18,21
18328,0.5,11,22
18329,0.3243,12,37
18330,0.8571,6,7
18331,0.5435,25,46
18332,0.7,28,40
18333,0.5094,54,106
18334,0.8133,61,75
18335,0.1905,4,21
18336,0.8235,14,17
18337,0.8571,12,14
18338,0.2845,66,232
18339,0.4386,25,57
18340,0.9,9,10
18341,0.4328,29,67
18342,0.7879,26,33
18343,0.56,14,25
18344,0.7188,46,64
18345,0.75,9,12
18346,0.2982,17,57
18347,0.6667,24,36
18348,0.766,36,47
18349,0.7059,12,17
18350,0.8125,13,16
18351,0.6552,19,29
18352,0.8,12,15
18353,0.825,33,40
18354,0.5115,67,131
18355,0.3333,1,3
18356,0.2,1,5
18357,0.6765,23,34
18358,0.4545,5,11
18359,0.5405,20,37
18360,0.5,1,2
18361,0.3182,7,22
18362,0.283,15,53
18363,1.0,28,28
18364,0.3438,11,32
18365,0.5222,47,90
18366,1.0,7,7
18367,0.8889,16,18
18368,0.5172,60,116
18369,0.7143,5,7
18370,0.6667,8,12
18371,0.8333,40,48
18372,0.6981,74,106
18373,1.0,3,3
18374,0.9057,48,53
18375,0.8947,17,19
18376,0.5776,160,277
18377,0.4352,47,108
18378,0.8235,14,17
18379,1.0,4,4
18380,0.4348,10,23
18381,0.3871,24,62
18382,0.5914,55,93
18383,1.0,4,4
18384,0.7447,35,47
18385,0.6,6,10
18386,0.3333,19,57
18387,0.6667,4,6
18388,0.4,2,5
18389,0.3,3,10
18390,0.5528,68,123
18391,0.1913,35,183
18392,0.5,1,2
18393,0.5079,32,63
18394,0.8333,5,6
18395,0.8667,13,15
18396,1.0,5,5
18397,0.4828,14,29
18398,0.9024,37,41
18399,0.875,7,8
18400,0.7143,5,7
18401,0.7,21,30
18402,0.451,23,51
18403,0.913,21,23
18405,1.0,13,13
18406,1.0,26,26
18407,0.5556,30,54
18408,0.5758,38,66
18409,0.1271,30,236
18410,0.9444,17,18
18411,1.0,1,1
18412,0.7368,14,19
18413,0.8095,17,21
18414,0.7143,5,7
18415,0.7745,158,204
18416,0.7374,73,99
18417,0.8571,6,7
18418,0.3333,12,36
18419,0.625,5,8
18420,0.625,30,48
18421,0.8333,10,12
18422,0.3956,36,91
18423,0.6944,75,108
18424,0.7083,17,24
18425,0.12,6,50
18426,0.7143,10,14
18427,1.0,4,4
18428,0.5484,17,31
18429,0.7073,29,41
18430,0.619,26,42
18431,0.3958,19,48
18432,0.75,3,4
18433,0.6667,4,6
18434,1.0,5,5
18435,0.5,1,2
18436,0.7143,5,7
18437,0.5,6,12
18438,0.7869,48,61
18439,0.76,19,25
18440,0.3333,2,6
18441,0.8333,5,6
18442,0.5385,21,39
18443,0.16,4,25
18444,1.0,3,3
18445,0.5789,11,19
18446,0.1667,1,6
18447,0.7333,22,30
18448,0.7273,16,22
18449,0.8065,75,93
18450,0.7595,60,79
18451,0.5098,26,51
18452,0.5714,8,14
18453,0.8571,6,7
18454,0.4444,28,63
18455,0.6905,29,42
18456,0.7073,29,41
18457,0.5652,13,23
18458,0.7259,143,197
18459,0.7037,19,27
18460,0.875,7,8
18461,0.3208,17,53
18462,0.0,0,1
18463,0.0,0,7
18465,0.6111,22,36
18466,0.3882,66,170
18467,0.7444,67,90
18468,0.1959,19,97
18470,0.6897,40,58
18471,0.6435,139,216
18472,0.6667,4,6
18473,1.0,6,6
18474,0.75,3,4
18475,0.7333,22,30
18476,0.7414,43,58
18477,0.3,3,10
18478,0.4828,14,29
18479,0.5238,22,42
18480,0.7105,27,38
18481,0.2785,22,79
18482,0.74,37,50
18483,1.0,3,3
18484,0.3529,12,34
18485,0.6951,57,82
18486,0.6134,73,119
18487,0.68,17,25
18488,0.871,27,31
18489,0.7241,21,29
18490,0.65,13,20
18491,0.6667,4,6
18492,1.0,7,7
18493,0.9375,15,16
18494,0.4857,34,70
18495,1.0,6,6
18496,0.3267,49,150
18497,0.9444,17,18
18498,0.6,6,10
18499,0.5,1,2
18500,0.5,5,10
18501,0.6,24,40
18502,0.6316,12,19
18503,0.6296,17,27
18504,1.0,7,7
18505,0.8571,6,7
18506,0.8788,29,33
18507,0.6667,24,36
18508,0.7143,5,7
18509,1.0,2,2
18510,1.0,3,3
18511,0.3333,7,21
18512,0.6875,33,48
18513,0.2714,19,70
18514,0.0,0,8
18515,0.3109,37,119
18516,0.8125,13,16
18517,0.3333,11,33
18518,0.3039,31,102
18519,0.9286,26,28
18520,0.3488,15,43
18521,0.5147,35,68
18522,0.9333,14,15
18523,1.0,5,5
