ad_id,title,release_year,categories,click_count,impression_count,ctr
767,"Grass Harp, The (1995)",1995,Comedy|Drama,73,107,0.6808
768,Someone Else's America (1995),1995,Drama,5,8,0.6
769,Marlene Dietrich: Shadow and Light (1996),1996,Documentary,42,61,0.681
770,Costa Brava (1946),1946,Drama,6,14,0.4167
771,"Life Is Rosy (a.k.a. Life Is Beautiful) (Vie est belle, La) (1987)",1987,Comedy|Drama,46,74,0.6196
772,Quartier Mozart (1992),1992,Comedy,11,16,0.6727
773,Touki Bouki (1973),1973,Drama,9,15,0.5889
774,Wend Kuuni (a.k.a. God's Gift) (1982),1982,Drama,10,19,0.51
775,Spirits of the Dead (1968),1968,Horror|Mystery,35,73,0.4771
776,Babyfever (1994),1994,Comedy|Drama,11,18,0.5818
777,Pharaoh's Army (1995),1995,War,8,14,0.55
778,Trainspotting (1996),1996,Comedy|Crime|Drama,5195,6499,0.7993
779,'Til There Was You (1997),1997,Drama|Romance,131,229,0.5718
780,Independence Day (a.k.a. ID4) (1996),1996,Action|Adventure|Sci-Fi|Thriller,10271,15245,0.6737
781,Stealing Beauty (1996),1996,Drama,459,679,0.6756
782,"Fan, The (1996)",1996,Drama|Thriller,604,1044,0.5785
783,"Hunchback of Notre Dame, The (1996)",1996,Animation|Children|Drama|Musical|Romance,2215,3412,0.6491
784,"Cable Guy, The (1996)",1996,Comedy|Thriller,3116,5775,0.5395
785,Kingpin (1996),1996,Comedy,2284,3497,0.6531
786,Eraser (1996),1996,Action|Drama|Thriller,3445,5460,0.6309
787,"Gate of Heavenly Peace, The (1995)",1995,Documentary,20,25,0.78
788,"Nutty Professor, The (1996)",1996,Comedy|Fantasy|Romance|Sci-Fi,4208,7336,0.5736
789,"I, the Worst of All (Yo, la peor de todas) (1990)",1990,Drama,14,26,0.5214
790,"Unforgettable Summer, An (Un été inoubliable) (1994)",1994,Drama,33,44,0.7394
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",1994,Documentary,29,41,0.6966
792,"Hungarian Fairy Tale, A (Hol volt, hol nem volt) (1987)",1987,Fantasy,14,26,0.5286
793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),1993,Drama,32,51,0.6188
794,Midnight Dancers (Sibak) (1994),1994,Comedy|Drama,21,33,0.6286
795,Somebody to Love (1994),1994,Drama,26,43,0.5923
796,"Very Natural Thing, A (1974)",1974,Drama,13,24,0.5308
797,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",1991,Comedy,30,42,0.7067
798,Daylight (1996),1996,Action|Adventure|Drama|Thriller,638,1138,0.5605
799,"Frighteners, The (1996)",1996,Comedy|Horror|Thriller,1358,2012,0.6747
800,Lone Star (1996),1996,Drama|Mystery|Western,1609,1988,0.8089
801,Harriet the Spy (1996),1996,Children|Comedy,390,664,0.5867
802,Phenomenon (1996),1996,Drama|Romance,2710,3916,0.6919
803,Walking and Talking (1996),1996,Comedy|Drama|Romance,136,192,0.7081
804,She's the One (1996),1996,Comedy|Romance,508,823,0.6165
805,"Time to Kill, A (1996)",1996,Drama|Thriller,2550,3475,0.7336
806,American Buffalo (1996),1996,Crime|Drama,130,214,0.6069
807,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",1995,Comedy|Romance,47,78,0.6021
808,Alaska (1996),1996,Adventure|Children,181,289,0.6254
809,Fled (1996),1996,Action|Adventure,297,512,0.5798
810,Kazaam (1996),1996,Children|Comedy|Fantasy,388,1091,0.3554
812,Magic Hunter (Büvös vadász) (1994),1994,Drama,6,22,0.2667
813,Larger Than Life (1996),1996,Comedy,101,183,0.5515
814,"Boy Called Hate, A (1995)",1995,Drama,0,0,0.0
815,Power 98 (1996),1996,Action|Mystery|Thriller,5,17,0.28
816,Two Deaths (1995),1995,Drama,14,24,0.5714
818,"Very Brady Sequel, A (1996)",1996,Comedy,637,1209,0.5268
819,Stefano Quantestorie (1993),1993,Comedy|Drama,16,25,0.6375
820,"Death in the Garden (Mort en ce jardin, La) (1956)",1956,Drama,16,28,0.5563
821,"Crude Oasis, The (1995)",1995,Drama|Romance,12,17,0.6833
822,Hedd Wyn (1992),1992,Drama|Romance|War,9,12,0.7111
823,"Collector, The (La collectionneuse) (1967)",1967,Drama,20,31,0.635
824,Kaspar Hauser (1993),1993,Drama|Mystery,78,102,0.759
825,Regular Guys (Echte Kerle) (1996),1996,Comedy|Romance,4,7,0.55
826,Women Robbers (Diebinnen) (1995),1995,Drama,3,11,0.2667
827,"Convent, The (O Convento) (1995)",1995,Drama,32,52,0.6094
828,"Adventures of Pinocchio, The (1996)",1996,Adventure|Children,332,517,0.641
829,Joe's Apartment (1996),1996,Comedy|Fantasy|Musical,402,765,0.5249
830,"First Wives Club, The (1996)",1996,Comedy,1484,2431,0.6102
831,Stonewall (1995),1995,Drama,34,46,0.7235
832,Ransom (1996),1996,Crime|Thriller,3052,4437,0.6878
833,High School High (1996),1996,Comedy,312,562,0.5548
834,Phat Beach (1996),1996,Comedy,52,99,0.5212
835,Foxfire (1996),1996,Drama,196,313,0.625
836,Chain Reaction (1996),1996,Action|Adventure|Thriller,1049,1793,0.585
837,Matilda (1996),1996,Children|Comedy|Fantasy,1166,1726,0.6753
838,Emma (1996),1996,Comedy|Drama|Romance,1746,2308,0.7564
839,"Crow: City of Angels, The (1996)",1996,Action|Thriller,862,1609,0.5355
840,House Arrest (1996),1996,Children|Comedy,159,286,0.5541
841,"Eyes Without a Face (Yeux sans visage, Les) (1959)",1959,Horror,105,149,0.7029
842,Tales from the Crypt Presents: Bordello of Blood (1996),1996,Comedy|Horror,456,804,0.5669
843,Lotto Land (1995),1995,Drama,13,18,0.6923
844,"Story of Xinghua, The (Xinghua san yue tian) (1994)",1994,Drama,39,56,0.6872
845,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",1994,Drama,19,24,0.7632
846,Flirt (1995),1995,Drama,74,111,0.6662
847,"Big Squeeze, The (1996)",1996,Comedy|Drama,26,46,0.5615
848,"Spitfire Grill, The (1996)",1996,Drama,441,600,0.7342
849,Escape from L.A. (1996),1996,Action|Adventure|Sci-Fi|Thriller,1738,3200,0.543
850,Cyclo (Xich lo) (1995),1995,Crime|Drama,45,61,0.7311
851,Basquiat (1996),1996,Drama,370,541,0.6835
852,Tin Cup (1996),1996,Comedy|Drama|Romance,2262,3535,0.6399
853,Dingo (1991),1991,Drama,20,28,0.7
854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",1958,Drama,50,67,0.736
855,Every Other Weekend (Un week-end sur deux) (1990),1990,Drama,14,22,0.6286
856,Mille bolle blu (1993),1993,Comedy,17,24,0.6824
857,Crows and Sparrows (Wuya yu maque) (1949),1949,Drama,14,22,0.6214
858,"Godfather, The (1972)",1972,Crime|Drama,8996,10343,0.8697
859,"Hippie Revolution, The (1996)",1996,Documentary,1,5,0.2
860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",1994,Comedy,75,104,0.7173
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),1992,Action|Comedy|Crime|Thriller,543,783,0.693
862,Manny & Lo (1996),1996,Drama,77,113,0.6779
864,"Wife, The (1995)",1995,Comedy|Drama,14,23,0.5857
865,Small Faces (1996),1996,Drama,17,23,0.7176
866,Bound (1996),1996,Crime|Drama|Romance|Thriller,1371,1837,0.7462
867,Carpool (1996),1996,Comedy|Crime,81,180,0.4494
868,Death in Brunswick (1991),1991,Comedy,17,26,0.6412
869,Kansas City (1996),1996,Crime|Drama|Musical|Thriller,120,192,0.6242
870,Gone Fishin' (1997),1997,Comedy,95,203,0.4663
871,Lover's Knot (1996),1996,Comedy,10,13,0.72
872,Vive L'Amour (Ai qing wan sui) (1994),1994,Drama,11,17,0.6182
873,Shadow of Angels (Schatten der Engel) (1976),1976,Drama,12,19,0.6167
874,Killer: A Journal of Murder (1995),1995,Crime|Drama,7,11,0.6
875,Nothing to Lose (1994),1994,Action|Crime|Drama,107,157,0.6804
876,Supercop 2 (Project S) (Chao ji ji hua) (1993),1993,Action|Comedy|Crime|Thriller,62,109,0.5645
877,Girls Town (1996),1996,Comedy|Drama,29,44,0.6483
878,Bye-Bye (1995),1995,Drama,5,7,0.64
879,"Relic, The (1997)",1997,Horror|Thriller,490,861,0.569
880,"Island of Dr. Moreau, The (1996)",1996,Sci-Fi|Thriller,1209,2502,0.4832
881,First Kid (1996),1996,Children|Comedy,242,436,0.555
882,"Trigger Effect, The (1996)",1996,Drama|Thriller,194,322,0.6015
884,Sweet Nothing (1996),1996,Drama,14,19,0.7071
885,Bogus (1996),1996,Children|Drama|Fantasy,143,289,0.4944
886,Bulletproof (1996),1996,Action|Comedy|Crime,357,578,0.6171
887,Talk of Angels (1998),1998,Drama,7,10,0.6429
888,Land Before Time III: The Time of the Great Giving (1995),1995,Adventure|Animation|Children|Musical,150,378,0.3967
889,1-900 (06) (1994),1994,Drama|Romance,25,35,0.696
890,Baton Rouge (Bâton rouge) (1988),1988,Thriller,9,16,0.5556
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),1995,Horror|Thriller,434,858,0.5058
892,Twelfth Night (1996),1996,Comedy|Drama|Romance,292,393,0.7421
893,Mother Night (1996),1996,Drama,131,181,0.7214
894,Liebelei (1933),1933,Romance,8,15,0.525
895,Venice/Venice (1992),1992,Drama,13,19,0.6615
896,Wild Reeds (Les roseaux sauvages) (1994),1994,Drama,107,146,0.7308
897,For Whom the Bell Tolls (1943),1943,Adventure|Drama|Romance|War,180,246,0.7317
898,"Philadelphia Story, The (1940)",1940,Comedy|Drama|Romance,1465,1747,0.8382
899,Singin' in the Rain (1952),1952,Comedy|Musical|Romance,2221,2724,0.8153
900,"American in Paris, An (1951)",1951,Musical|Romance,715,962,0.7427
901,Funny Face (1957),1957,Comedy|Musical,338,466,0.7251
902,Breakfast at Tiffany's (1961),1961,Drama|Romance,2112,2744,0.7695
903,Vertigo (1958),1958,Drama|Mystery|Romance|Thriller,3051,3692,0.8263
904,Rear Window (1954),1954,Mystery|Thriller,3845,4520,0.8506
905,It Happened One Night (1934),1934,Comedy|Romance,924,1117,0.8268
906,Gaslight (1944),1944,Drama|Thriller,474,588,0.8061
907,"Gay Divorcee, The (1934)",1934,Comedy|Musical|Romance,208,262,0.7937
908,North by Northwest (1959),1959,Action|Adventure|Mystery|Romance|Thriller,3429,4052,0.8462
909,"Apartment, The (1960)",1960,Comedy|Drama|Romance,1131,1405,0.8049
910,Some Like It Hot (1959),1959,Comedy|Crime,2410,2944,0.8184
911,Charade (1963),1963,Comedy|Crime|Mystery|Romance|Thriller,936,1142,0.8196
912,Casablanca (1942),1942,Drama|Romance,5256,6161,0.853
913,"Maltese Falcon, The (1941)",1941,Film-Noir|Mystery,2720,3265,0.833
914,My Fair Lady (1964),1964,Comedy|Drama|Musical|Romance,2155,2755,0.7821
915,Sabrina (1954),1954,Comedy|Romance,1155,1490,0.7752
916,Roman Holiday (1953),1953,Comedy|Drama|Romance,1336,1626,0.8215
917,"Little Princess, The (1939)",1939,Children|Drama,256,360,0.7109
918,Meet Me in St. Louis (1944),1944,Musical,409,544,0.7506
919,"Wizard of Oz, The (1939)",1939,Adventure|Children|Fantasy|Musical,5138,6446,0.797
920,Gone with the Wind (1939),1939,Drama|Romance|War,3103,4060,0.7642
921,My Favorite Year (1982),1982,Comedy,550,727,0.7556
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),1950,Drama|Film-Noir|Romance,1397,1638,0.8528
923,Citizen Kane (1941),1941,Drama|Mystery,3926,4748,0.8267
924,2001: A Space Odyssey (1968),1968,Adventure|Drama|Sci-Fi,5530,7001,0.7898
925,Golden Earrings (1947),1947,Adventure|Romance|War,18,26,0.6889
926,All About Eve (1950),1950,Drama,1076,1278,0.8416
927,"Women, The (1939)",1939,Comedy,191,233,0.8188
928,Rebecca (1940),1940,Drama|Mystery|Romance|Thriller,1000,1219,0.8197
929,Foreign Correspondent (1940),1940,Drama|Film-Noir|Mystery|Thriller,195,257,0.7579
930,Notorious (1946),1946,Film-Noir|Romance|Thriller,1120,1335,0.8385
931,Spellbound (1945),1945,Mystery|Romance|Thriller,483,611,0.7892
932,"Affair to Remember, An (1957)",1957,Drama|Romance,498,649,0.7671
933,To Catch a Thief (1955),1955,Crime|Mystery|Romance|Thriller,1077,1330,0.8092
934,Father of the Bride (1950),1950,Comedy,857,1217,0.7041
935,"Band Wagon, The (1953)",1953,Comedy|Musical,127,167,0.7575
936,Ninotchka (1939),1939,Comedy|Romance,293,367,0.7976
937,Love in the Afternoon (1957),1957,Comedy|Romance,113,156,0.7212
938,Gigi (1958),1958,Musical,416,579,0.7183
939,"Reluctant Debutante, The (1958)",1958,Comedy|Drama,25,36,0.68
940,"Adventures of Robin Hood, The (1938)",1938,Action|Adventure|Romance,841,1083,0.7761
941,"Mark of Zorro, The (1940)",1940,Adventure,194,276,0.7026
942,Laura (1944),1944,Crime|Film-Noir|Mystery,584,712,0.82
943,"Ghost and Mrs. Muir, The (1947)",1947,Drama|Fantasy|Romance,416,546,0.7608
944,Lost Horizon (1937),1937,Drama,259,338,0.7653
945,Top Hat (1935),1935,Comedy|Musical|Romance,472,588,0.8015
946,To Be or Not to Be (1942),1942,Comedy|Drama|War,310,385,0.8045
947,My Man Godfrey (1936),1936,Comedy|Romance,391,475,0.8223
948,Giant (1956),1956,Drama|Romance|Western,378,498,0.7585
949,East of Eden (1955),1955,Drama,471,600,0.7843
950,"Thin Man, The (1934)",1934,Comedy|Crime,793,944,0.8395
951,His Girl Friday (1940),1940,Comedy|Romance,890,1078,0.8253
952,Around the World in 80 Days (1956),1956,Adventure|Comedy,514,748,0.6864
953,It's a Wonderful Life (1946),1946,Drama|Fantasy|Romance,3081,3809,0.8088
954,Mr. Smith Goes to Washington (1939),1939,Drama,1241,1549,0.8009
955,Bringing Up Baby (1938),1938,Comedy|Romance,1004,1234,0.813
956,Penny Serenade (1941),1941,Drama|Romance,91,129,0.7022
957,"Scarlet Letter, The (1926)",1926,Drama,48,71,0.675
958,Lady of Burlesque (1943),1943,Comedy|Mystery,22,36,0.6045
959,Of Human Bondage (1934),1934,Drama,81,112,0.7198
960,Angel on My Shoulder (1946),1946,Crime|Drama,39,58,0.6667
961,Little Lord Fauntleroy (1936),1936,Drama,55,80,0.6836
962,They Made Me a Criminal (I Became a Criminal) (They Made Me a Fugitive) (1939),1939,Crime|Drama,34,50,0.6735
963,"Inspector General, The (1949)",1949,Musical,120,164,0.7317
964,Angel and the Badman (1947),1947,Romance|Western,73,103,0.7068
965,"39 Steps, The (1935)",1935,Drama|Mystery|Thriller,857,1078,0.7949
966,"Walk in the Sun, A (1945)",1945,War,25,37,0.668
967,"Outlaw, The (1943)",1943,Western,35,59,0.5857
968,Night of the Living Dead (1968),1968,Horror|Sci-Fi|Thriller,1824,2507,0.7273
969,"African Queen, The (1951)",1951,Adventure|Comedy|Romance|War,2380,2894,0.8222
970,Beat the Devil (1953),1953,Adventure|Comedy|Crime|Drama|Romance,98,139,0.701
971,Cat on a Hot Tin Roof (1958),1958,Drama,665,828,0.8024
972,"Last Time I Saw Paris, The (1954)",1954,Drama,29,44,0.6552
973,Meet John Doe (1941),1941,Comedy|Drama,202,257,0.7847
974,Algiers (1938),1938,Drama|Romance,28,42,0.6607
975,Something to Sing About (1937),1937,Comedy|Musical,11,19,0.5545
976,"Farewell to Arms, A (1932)",1932,Romance|War,95,135,0.7
977,Moonlight Murder (1936),1936,Mystery,3,8,0.3667
979,Nothing Personal (1995),1995,Drama|War,2,5,0.4
980,"Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie) (1985)",1985,Action,26,41,0.6192
981,Dangerous Ground (1997),1997,Drama,53,101,0.5245
982,Picnic (1955),1955,Drama,135,187,0.7193
983,Madagascar Skin (1995),1995,Romance,1,1,0.8
984,"Pompatus of Love, The (1996)",1996,Comedy|Drama,54,103,0.5241
985,Small Wonders (1995),1995,Documentary,15,22,0.66
986,Fly Away Home (1996),1996,Adventure|Children,616,881,0.6992
987,Bliss (1997),1997,Drama|Romance,62,99,0.6258
988,Grace of My Heart (1996),1996,Comedy|Drama,125,193,0.6448
989,Brother of Sleep (Schlafes Bruder) (1995),1995,Drama,23,30,0.7478
990,Maximum Risk (1996),1996,Action|Adventure|Thriller,210,377,0.5557
991,Michael Collins (1996),1996,Drama,583,805,0.7238
992,"Rich Man's Wife, The (1996)",1996,Thriller,46,82,0.5587
993,Infinity (1996),1996,Drama,50,73,0.682
994,Big Night (1996),1996,Comedy|Drama,1199,1504,0.7969
996,Last Man Standing (1996),1996,Action|Crime|Drama|Thriller,697,1157,0.602
997,Caught (1996),1996,Drama|Thriller,50,67,0.742
998,Set It Off (1996),1996,Action|Crime,180,280,0.6428
999,2 Days in the Valley (1996),1996,Crime|Film-Noir,707,1059,0.6675
1000,Curdled (1996),1996,Crime,56,83,0.6732
